POSTALCODE,COMM_NAME,LONGITUDE,LATITUDE,POINT_X,POINT_Y,FSA,Postal Codes_DBUID,Local Area,Dissemination Block_DBUID,Dissemination Block_DAUID,Dissemination Area_DAUID,Dissemination Area_CSDUID,Economic Regions_ERUID,ERNAME,Census Subdivision_CSDUID,CSDNAME,Census Subdivision_CCSUID,Census Subdivision_ERUID,Census Division_CDUID,Census Division_CDNAME,Census Consolidated Subdivision_CCSUID,CCSNAME,Census Consolidated Subdivision_CDUID,Census Consolidated Subdivision_CDNAME
A1A4A9,ST. JOHN'S,-52.70756,47.601672,1509646.903,5285949.911,A1A,1001026701,Northeast Avalon,1001026701,10010267,10010267,1001519,1010,Avalon Peninsula,1001519,St. John's,1001519,1010,1001,Division No.  1,1001519,St. John's,1001,Division No.  1
A1A4B1,ST. JOHN'S,-52.708503,47.601756,1509575.369,5285952.895,A1A,1001026701,Northeast Avalon,1001026701,10010267,10010267,1001519,1010,Avalon Peninsula,1001519,St. John's,1001519,1010,1001,Division No.  1,1001519,St. John's,1001,Division No.  1
A1A4N3,ST. JOHN'S,-52.70823,47.602383,1509589.804,5286024.229,A1A,1001026701,Northeast Avalon,1001026701,10010267,10010267,1001519,1010,Avalon Peninsula,1001519,St. John's,1001519,1010,1001,Division No.  1,1001519,St. John's,1001,Division No.  1
A1A4N4,ST. JOHN'S,-52.708055,47.602201,1509604.629,5286005.195,A1A,1001026701,Northeast Avalon,1001026701,10010267,10010267,1001519,1010,Avalon Peninsula,1001519,St. John's,1001519,1010,1001,Division No.  1,1001519,St. John's,1001,Division No.  1
A1A4N6,ST. JOHN'S,-52.708404,47.606493,1509536.67,5286478.829,A1A,1001026701,Northeast Avalon,1001026701,10010267,10010267,1001519,1010,Avalon Peninsula,1001519,St. John's,1001519,1010,1001,Division No.  1,1001519,St. John's,1001,Division No.  1
A1A3A9,ST. JOHN'S,-52.710514,47.605966,1509383.576,5286406.476,A1A,1001026801,Northeast Avalon,1001026801,10010268,10010268,1001519,1010,Avalon Peninsula,1001519,St. John's,1001519,1010,1001,Division No.  1,1001519,St. John's,1001,Division No.  1
A1A3B4,ST. JOHN'S,-52.711956,47.605454,1509280.418,5286340.305,A1A,1001026801,Northeast Avalon,1001026801,10010268,10010268,1001519,1010,Avalon Peninsula,1001519,St. John's,1001519,1010,1001,Division No.  1,1001519,St. John's,1001,Division No.  1
A1A2N5,ST. JOHN'S,-52.711347,47.604757,1509332.884,5286267.031,A1A,1001026802,Northeast Avalon,1001026802,10010268,10010268,1001519,1010,Avalon Peninsula,1001519,St. John's,1001519,1010,1001,Division No.  1,1001519,St. John's,1001,Division No.  1
A1A3A7,ST. JOHN'S,-52.710048,47.605249,1509425.504,5286330.153,A1A,1001026802,Northeast Avalon,1001026802,10010268,10010268,1001519,1010,Avalon Peninsula,1001519,St. John's,1001519,1010,1001,Division No.  1,1001519,St. John's,1001,Division No.  1
A1A3A8,ST. JOHN'S,-52.709747,47.605238,1509448.109,5286330.912,A1A,1001026802,Northeast Avalon,1001026802,10010268,10010268,1001519,1010,Avalon Peninsula,1001519,St. John's,1001519,1010,1001,Division No.  1,1001519,St. John's,1001,Division No.  1
A1A3B3,ST. JOHN'S,-52.712865,47.604416,1509222.301,5286219.094,A1A,1001026802,Northeast Avalon,1001026802,10010268,10010268,1001519,1010,Avalon Peninsula,1001519,St. John's,1001519,1010,1001,Division No.  1,1001519,St. John's,1001,Division No.  1
A1A3B5,ST. JOHN'S,-52.711872,47.605285,1509288.375,5286322.008,A1A,1001026802,Northeast Avalon,1001026802,10010268,10010268,1001519,1010,Avalon Peninsula,1001519,St. John's,1001519,1010,1001,Division No.  1,1001519,St. John's,1001,Division No.  1
A1A2M8,ST. JOHN'S,-52.710827,47.604055,1509378.66,5286192.499,A1A,1001026803,Northeast Avalon,1001026803,10010268,10010268,1001519,1010,Avalon Peninsula,1001519,St. John's,1001519,1010,1001,Division No.  1,1001519,St. John's,1001,Division No.  1
A1A2N3,ST. JOHN'S,-52.712992,47.603079,1509225.798,5286070.111,A1A,1001026804,Northeast Avalon,1001026804,10010268,10010268,1001519,1010,Avalon Peninsula,1001519,St. John's,1001519,1010,1001,Division No.  1,1001519,St. John's,1001,Division No.  1
A1A2N4,ST. JOHN'S,-52.712446,47.603442,1509263.217,5286113.851,A1A,1001026804,Northeast Avalon,1001026804,10010268,10010268,1001519,1010,Avalon Peninsula,1001519,St. John's,1001519,1010,1001,Division No.  1,1001519,St. John's,1001,Division No.  1
A1A3B2,ST. JOHN'S,-52.713819,47.604872,1509146.303,5286263.481,A1A,1001026804,Northeast Avalon,1001026804,10010268,10010268,1001519,1010,Avalon Peninsula,1001519,St. John's,1001519,1010,1001,Division No.  1,1001519,St. John's,1001,Division No.  1
A1A3C4,ST. JOHN'S,-52.715426,47.605316,1509021.471,5286302.015,A1A,1001026804,Northeast Avalon,1001026804,10010268,10010268,1001519,1010,Avalon Peninsula,1001519,St. John's,1001519,1010,1001,Division No.  1,1001519,St. John's,1001,Division No.  1
A1A3E4,ST. JOHN'S,-52.713624,47.604995,1509159.812,5286278.302,A1A,1001026804,Northeast Avalon,1001026804,10010268,10010268,1001519,1010,Avalon Peninsula,1001519,St. John's,1001519,1010,1001,Division No.  1,1001519,St. John's,1001,Division No.  1
A1A3W8,ST. JOHN'S,-52.717469,47.603999,1508881.087,5286142.516,A1A,1001026804,Northeast Avalon,1001026804,10010268,10010268,1001519,1010,Avalon Peninsula,1001519,St. John's,1001519,1010,1001,Division No.  1,1001519,St. John's,1001,Division No.  1
A1A4C7,ST. JOHN'S,-52.714275,47.601613,1509143.947,5285898.988,A1A,1001026804,Northeast Avalon,1001026804,10010268,10010268,1001519,1010,Avalon Peninsula,1001519,St. John's,1001519,1010,1001,Division No.  1,1001519,St. John's,1001,Division No.  1
A1A4E1,ST. JOHN'S,-52.716655,47.603346,1508948.559,5286075.586,A1A,1001026804,Northeast Avalon,1001026804,10010268,10010268,1001519,1010,Avalon Peninsula,1001519,St. John's,1001519,1010,1001,Division No.  1,1001519,St. John's,1001,Division No.  1
A1A4L6,ST. JOHN'S,-52.716144,47.603003,1508990.149,5286040.911,A1A,1001026804,Northeast Avalon,1001026804,10010268,10010268,1001519,1010,Avalon Peninsula,1001519,St. John's,1001519,1010,1001,Division No.  1,1001519,St. John's,1001,Division No.  1
A1A0G8,ST. JOHN'S,-52.713743,47.606785,1509133.369,5286476,A1A,1001026904,Northeast Avalon,1001026904,10010269,10010269,1001519,1010,Avalon Peninsula,1001519,St. John's,1001519,1010,1001,Division No.  1,1001519,St. John's,1001,Division No.  1
A1A0G9,ST. JOHN'S,-52.713743,47.606785,1509133.369,5286476,A1A,1001026904,Northeast Avalon,1001026904,10010269,10010269,1001519,1010,Avalon Peninsula,1001519,St. John's,1001519,1010,1001,Division No.  1,1001519,St. John's,1001,Division No.  1
A1A0H1,ST. JOHN'S,-52.713743,47.606785,1509133.369,5286476,A1A,1001026904,Northeast Avalon,1001026904,10010269,10010269,1001519,1010,Avalon Peninsula,1001519,St. John's,1001519,1010,1001,Division No.  1,1001519,St. John's,1001,Division No.  1
A1A0H2,ST. JOHN'S,-52.713743,47.606785,1509133.369,5286476,A1A,1001026904,Northeast Avalon,1001026904,10010269,10010269,1001519,1010,Avalon Peninsula,1001519,St. John's,1001519,1010,1001,Division No.  1,1001519,St. John's,1001,Division No.  1
A1A0H3,ST. JOHN'S,-52.713743,47.606785,1509133.369,5286476,A1A,1001026904,Northeast Avalon,1001026904,10010269,10010269,1001519,1010,Avalon Peninsula,1001519,St. John's,1001519,1010,1001,Division No.  1,1001519,St. John's,1001,Division No.  1
A1A0J5,ST. JOHN'S,-52.713743,47.606785,1509133.369,5286476,A1A,1001026904,Northeast Avalon,1001026904,10010269,10010269,1001519,1010,Avalon Peninsula,1001519,St. John's,1001519,1010,1001,Division No.  1,1001519,St. John's,1001,Division No.  1
A1A0J6,ST. JOHN'S,-52.713743,47.606785,1509133.369,5286476,A1A,1001026904,Northeast Avalon,1001026904,10010269,10010269,1001519,1010,Avalon Peninsula,1001519,St. John's,1001519,1010,1001,Division No.  1,1001519,St. John's,1001,Division No.  1
A1A0L3,ST. JOHN'S,-52.713743,47.606785,1509133.369,5286476,A1A,1001026904,Northeast Avalon,1001026904,10010269,10010269,1001519,1010,Avalon Peninsula,1001519,St. John's,1001519,1010,1001,Division No.  1,1001519,St. John's,1001,Division No.  1
A1A2Y5,ST. JOHN'S,-52.713743,47.606785,1509133.369,5286476,A1A,1001026904,Northeast Avalon,1001026904,10010269,10010269,1001519,1010,Avalon Peninsula,1001519,St. John's,1001519,1010,1001,Division No.  1,1001519,St. John's,1001,Division No.  1
A1A3B8,ST. JOHN'S,-52.713743,47.606785,1509133.369,5286476,A1A,1001026904,Northeast Avalon,1001026904,10010269,10010269,1001519,1010,Avalon Peninsula,1001519,St. John's,1001519,1010,1001,Division No.  1,1001519,St. John's,1001,Division No.  1
A1A3C1,ST. JOHN'S,-52.713743,47.606785,1509133.369,5286476,A1A,1001026904,Northeast Avalon,1001026904,10010269,10010269,1001519,1010,Avalon Peninsula,1001519,St. John's,1001519,1010,1001,Division No.  1,1001519,St. John's,1001,Division No.  1
A1A3C3,ST. JOHN'S,-52.712384,47.606836,1509234.86,5286490.619,A1A,1001026904,Northeast Avalon,1001026904,10010269,10010269,1001519,1010,Avalon Peninsula,1001519,St. John's,1001519,1010,1001,Division No.  1,1001519,St. John's,1001,Division No.  1
A1A3C6,ST. JOHN'S,-52.707728,47.609282,1509560.149,5286792.665,A1A,1001026904,Northeast Avalon,1001026904,10010269,10010269,1001519,1010,Avalon Peninsula,1001519,St. John's,1001519,1010,1001,Division No.  1,1001519,St. John's,1001,Division No.  1
A1A3E2,ST. JOHN'S,-52.711353,47.608679,1509294.208,5286701.782,A1A,1001026904,Northeast Avalon,1001026904,10010269,10010269,1001519,1010,Avalon Peninsula,1001519,St. John's,1001519,1010,1001,Division No.  1,1001519,St. John's,1001,Division No.  1
A1A3E3,ST. JOHN'S,-52.711154,47.608558,1509310.31,5286689.677,A1A,1001026904,Northeast Avalon,1001026904,10010269,10010269,1001519,1010,Avalon Peninsula,1001519,St. John's,1001519,1010,1001,Division No.  1,1001519,St. John's,1001,Division No.  1
A1A3R4,ST. JOHN'S,-52.713743,47.606785,1509133.369,5286476,A1A,1001026904,Northeast Avalon,1001026904,10010269,10010269,1001519,1010,Avalon Peninsula,1001519,St. John's,1001519,1010,1001,Division No.  1,1001519,St. John's,1001,Division No.  1
A1A3T5,ST. JOHN'S,-52.713743,47.606785,1509133.369,5286476,A1A,1001026904,Northeast Avalon,1001026904,10010269,10010269,1001519,1010,Avalon Peninsula,1001519,St. John's,1001519,1010,1001,Division No.  1,1001519,St. John's,1001,Division No.  1
A1A3V6,ST. JOHN'S,-52.713743,47.606785,1509133.369,5286476,A1A,1001026904,Northeast Avalon,1001026904,10010269,10010269,1001519,1010,Avalon Peninsula,1001519,St. John's,1001519,1010,1001,Division No.  1,1001519,St. John's,1001,Division No.  1
A1A4P3,ST. JOHN'S,-52.70787,47.607962,1509562.377,5286645.356,A1A,1001026904,Northeast Avalon,1001026904,10010269,10010269,1001519,1010,Avalon Peninsula,1001519,St. John's,1001519,1010,1001,Division No.  1,1001519,St. John's,1001,Division No.  1
A1A4P7,ST. JOHN'S,-52.706676,47.609569,1509636.171,5286831.312,A1A,1001026904,Northeast Avalon,1001026904,10010269,10010269,1001519,1010,Avalon Peninsula,1001519,St. John's,1001519,1010,1001,Division No.  1,1001519,St. John's,1001,Division No.  1
A1A4R8,ST. JOHN'S,-52.713368,47.607843,1509151.254,5286595.797,A1A,1001026904,Northeast Avalon,1001026904,10010269,10010269,1001519,1010,Avalon Peninsula,1001519,St. John's,1001519,1010,1001,Division No.  1,1001519,St. John's,1001,Division No.  1
A1A4R9,ST. JOHN'S,-52.713653,47.607194,1509136.207,5286521.953,A1A,1001026904,Northeast Avalon,1001026904,10010269,10010269,1001519,1010,Avalon Peninsula,1001519,St. John's,1001519,1010,1001,Division No.  1,1001519,St. John's,1001,Division No.  1
A1A4S4,ST. JOHN'S,-52.715519,47.606144,1509006.505,5286393.224,A1A,1001026904,Northeast Avalon,1001026904,10010269,10010269,1001519,1010,Avalon Peninsula,1001519,St. John's,1001519,1010,1001,Division No.  1,1001519,St. John's,1001,Division No.  1
A1A4V5,ST. JOHN'S,-52.708063,47.611111,1509517.187,5286993.268,A1A,1001026904,Northeast Avalon,1001026904,10010269,10010269,1001519,1010,Avalon Peninsula,1001519,St. John's,1001519,1010,1001,Division No.  1,1001519,St. John's,1001,Division No.  1
A1A4V6,ST. JOHN'S,-52.710743,47.610317,1509323.97,5286887.549,A1A,1001026904,Northeast Avalon,1001026904,10010269,10010269,1001519,1010,Avalon Peninsula,1001519,St. John's,1001519,1010,1001,Division No.  1,1001519,St. John's,1001,Division No.  1
A1A4V9,ST. JOHN'S,-52.711925,47.609144,1509246.697,5286749.678,A1A,1001026904,Northeast Avalon,1001026904,10010269,10010269,1001519,1010,Avalon Peninsula,1001519,St. John's,1001519,1010,1001,Division No.  1,1001519,St. John's,1001,Division No.  1
A1A4W1,ST. JOHN'S,-52.712586,47.608499,1509203.427,5286673.688,A1A,1001026904,Northeast Avalon,1001026904,10010269,10010269,1001519,1010,Avalon Peninsula,1001519,St. John's,1001519,1010,1001,Division No.  1,1001519,St. John's,1001,Division No.  1
A1A4W2,ST. JOHN'S,-52.710802,47.609825,1509324.278,5286832.486,A1A,1001026904,Northeast Avalon,1001026904,10010269,10010269,1001519,1010,Avalon Peninsula,1001519,St. John's,1001519,1010,1001,Division No.  1,1001519,St. John's,1001,Division No.  1
A1A4W3,ST. JOHN'S,-52.712963,47.608283,1509177.336,5286647.257,A1A,1001026904,Northeast Avalon,1001026904,10010269,10010269,1001519,1010,Avalon Peninsula,1001519,St. John's,1001519,1010,1001,Division No.  1,1001519,St. John's,1001,Division No.  1
A1A5B2,ST. JOHN'S,-52.713743,47.606785,1509133.369,5286476,A1A,1001026904,Northeast Avalon,1001026904,10010269,10010269,1001519,1010,Avalon Peninsula,1001519,St. John's,1001519,1010,1001,Division No.  1,1001519,St. John's,1001,Division No.  1
A1A5B5,ST. JOHN'S,-52.713743,47.606785,1509133.369,5286476,A1A,1001026904,Northeast Avalon,1001026904,10010269,10010269,1001519,1010,Avalon Peninsula,1001519,St. John's,1001519,1010,1001,Division No.  1,1001519,St. John's,1001,Division No.  1
A1A5G6,ST. JOHN'S,-52.713743,47.606785,1509133.369,5286476,A1A,1001026904,Northeast Avalon,1001026904,10010269,10010269,1001519,1010,Avalon Peninsula,1001519,St. John's,1001519,1010,1001,Division No.  1,1001519,St. John's,1001,Division No.  1
A1A5T1,ST. JOHN'S,-52.713743,47.606785,1509133.369,5286476,A1A,1001026904,Northeast Avalon,1001026904,10010269,10010269,1001519,1010,Avalon Peninsula,1001519,St. John's,1001519,1010,1001,Division No.  1,1001519,St. John's,1001,Division No.  1
A1A5W2,ST. JOHN'S,-52.713743,47.606785,1509133.369,5286476,A1A,1001026904,Northeast Avalon,1001026904,10010269,10010269,1001519,1010,Avalon Peninsula,1001519,St. John's,1001519,1010,1001,Division No.  1,1001519,St. John's,1001,Division No.  1
A1A5G8,ST. JOHN'S,-52.711523,47.612006,1509248.949,5287069.578,A1A,1001026905,Northeast Avalon,1001026905,10010269,10010269,1001519,1010,Avalon Peninsula,1001519,St. John's,1001519,1010,1001,Division No.  1,1001519,St. John's,1001,Division No.  1
A1A5J2,ST. JOHN'S,-52.713456,47.611925,1509104.86,5287047.972,A1A,1001026905,Northeast Avalon,1001026905,10010269,10010269,1001519,1010,Avalon Peninsula,1001519,St. John's,1001519,1010,1001,Division No.  1,1001519,St. John's,1001,Division No.  1
A1A5N1,ST. JOHN'S,-52.714322,47.611834,1509040.821,5287032.063,A1A,1001026905,Northeast Avalon,1001026905,10010269,10010269,1001519,1010,Avalon Peninsula,1001519,St. John's,1001519,1010,1001,Division No.  1,1001519,St. John's,1001,Division No.  1
A1A4R7,ST. JOHN'S,-52.714292,47.607205,1509088.106,5286518.954,A1A,1001026906,Northeast Avalon,1001026906,10010269,10010269,1001519,1010,Avalon Peninsula,1001519,St. John's,1001519,1010,1001,Division No.  1,1001519,St. John's,1001,Division No.  1
A1A4S1,ST. JOHN'S,-52.715465,47.607216,1509000.1,5286512.562,A1A,1001026906,Northeast Avalon,1001026906,10010269,10010269,1001519,1010,Avalon Peninsula,1001519,St. John's,1001519,1010,1001,Division No.  1,1001519,St. John's,1001,Division No.  1
A1A4S2,ST. JOHN'S,-52.715674,47.607097,1508985.596,5286497.878,A1A,1001026906,Northeast Avalon,1001026906,10010269,10010269,1001519,1010,Avalon Peninsula,1001519,St. John's,1001519,1010,1001,Division No.  1,1001519,St. John's,1001,Division No.  1
A1A4S3,ST. JOHN'S,-52.715819,47.606209,1508983.364,5286398.566,A1A,1001026906,Northeast Avalon,1001026906,10010269,10010269,1001519,1010,Avalon Peninsula,1001519,St. John's,1001519,1010,1001,Division No.  1,1001519,St. John's,1001,Division No.  1
A1A5E4,ST. JOHN'S,-52.715946,47.608083,1508955.592,5286605.422,A1A,1001026906,Northeast Avalon,1001026906,10010269,10010269,1001519,1010,Avalon Peninsula,1001519,St. John's,1001519,1010,1001,Division No.  1,1001519,St. John's,1001,Division No.  1
A1A5C1,ST. JOHN'S,-52.715302,47.610891,1508976.525,5286921.038,A1A,1001027001,Northeast Avalon,1001027001,10010270,10010270,1001519,1010,Avalon Peninsula,1001519,St. John's,1001519,1010,1001,Division No.  1,1001519,St. John's,1001,Division No.  1
A1A5V8,ST. JOHN'S,-52.716273,47.610737,1508905.13,5286897.668,A1A,1001027001,Northeast Avalon,1001027001,10010270,10010270,1001519,1010,Avalon Peninsula,1001519,St. John's,1001519,1010,1001,Division No.  1,1001519,St. John's,1001,Division No.  1
A1A6A1,ST. JOHN'S,-52.718044,47.609828,1508781.184,5286785.205,A1A,1001027001,Northeast Avalon,1001027001,10010270,10010270,1001519,1010,Avalon Peninsula,1001519,St. John's,1001519,1010,1001,Division No.  1,1001519,St. John's,1001,Division No.  1
A1A5B8,ST. JOHN'S,-52.716085,47.609068,1508935.572,5286713.73,A1A,1001027002,Northeast Avalon,1001027002,10010270,10010270,1001519,1010,Avalon Peninsula,1001519,St. John's,1001519,1010,1001,Division No.  1,1001519,St. John's,1001,Division No.  1
A1A5B9,ST. JOHN'S,-52.714351,47.609324,1509063.022,5286753.648,A1A,1001027002,Northeast Avalon,1001027002,10010270,10010270,1001519,1010,Avalon Peninsula,1001519,St. John's,1001519,1010,1001,Division No.  1,1001519,St. John's,1001,Division No.  1
A1A4S5,ST. JOHN'S,-52.717346,47.606028,1508870.549,5286368.318,A1A,1001027005,Northeast Avalon,1001027005,10010270,10010270,1001519,1010,Avalon Peninsula,1001519,St. John's,1001519,1010,1001,Division No.  1,1001519,St. John's,1001,Division No.  1
A1A4V3,ST. JOHN'S,-52.708602,47.611043,1509477.369,5286982.055,A1A,1001027005,Northeast Avalon,1001027005,10010270,10010270,1001519,1010,Avalon Peninsula,1001519,St. John's,1001519,1010,1001,Division No.  1,1001519,St. John's,1001,Division No.  1
A1A4V4,ST. JOHN'S,-52.708153,47.611218,1509509.405,5287004.429,A1A,1001027005,Northeast Avalon,1001027005,10010270,10010270,1001519,1010,Avalon Peninsula,1001519,St. John's,1001519,1010,1001,Division No.  1,1001519,St. John's,1001,Division No.  1
A1A4V7,ST. JOHN'S,-52.709288,47.611189,1509424.58,5286993.727,A1A,1001027005,Northeast Avalon,1001027005,10010270,10010270,1001519,1010,Avalon Peninsula,1001519,St. John's,1001519,1010,1001,Division No.  1,1001519,St. John's,1001,Division No.  1
A1A5B7,ST. JOHN'S,-52.718159,47.6083,1508787.443,5286615.011,A1A,1001027005,Northeast Avalon,1001027005,10010270,10010270,1001519,1010,Avalon Peninsula,1001519,St. John's,1001519,1010,1001,Division No.  1,1001519,St. John's,1001,Division No.  1
A1A5C2,ST. JOHN'S,-52.717803,47.607052,1508826.379,5286478.863,A1A,1001027005,Northeast Avalon,1001027005,10010270,10010270,1001519,1010,Avalon Peninsula,1001519,St. John's,1001519,1010,1001,Division No.  1,1001519,St. John's,1001,Division No.  1
A1A5H6,ST. JOHN'S,-52.70913,47.612349,1509425.029,5287123.503,A1A,1001027005,Northeast Avalon,1001027005,10010270,10010270,1001519,1010,Avalon Peninsula,1001519,St. John's,1001519,1010,1001,Division No.  1,1001519,St. John's,1001,Division No.  1
A1A5J3,ST. JOHN'S,-52.720125,47.606904,1508653.681,5286447.271,A1A,1001027005,Northeast Avalon,1001027005,10010270,10010270,1001519,1010,Avalon Peninsula,1001519,St. John's,1001519,1010,1001,Division No.  1,1001519,St. John's,1001,Division No.  1
A1A5V7,ST. JOHN'S,-52.717804,47.611063,1508787.152,5286923.732,A1A,1001027005,Northeast Avalon,1001027005,10010270,10010270,1001519,1010,Avalon Peninsula,1001519,St. John's,1001519,1010,1001,Division No.  1,1001519,St. John's,1001,Division No.  1
A1A5Y6,ST. JOHN'S,-52.718536,47.610278,1508739.908,5286831.864,A1A,1001027005,Northeast Avalon,1001027005,10010270,10010270,1001519,1010,Avalon Peninsula,1001519,St. John's,1001519,1010,1001,Division No.  1,1001519,St. John's,1001,Division No.  1
A1A5Z9,ST. JOHN'S,-52.718496,47.6092,1508753.406,5286712.59,A1A,1001027005,Northeast Avalon,1001027005,10010270,10010270,1001519,1010,Avalon Peninsula,1001519,St. John's,1001519,1010,1001,Division No.  1,1001519,St. John's,1001,Division No.  1
